answer_ref,candidate_id,role,question_id,scored_on,scorer_1,score_1,scorer_2,score_2
S0271,C3122,Finance Analyst,Q1,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,4
S0272,C3122,Finance Analyst,Q2,2026-08-29,lan.pham@example.com,2,minh.tran@example.com,2
S0273,C3122,Finance Analyst,Q3,2026-08-29,lan.pham@example.com,2,minh.tran@example.com,3
S0274,C3122,Finance Analyst,Q4,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,4
S0275,C3122,Finance Analyst,Q5,2026-08-29,lan.pham@example.com,3,minh.tran@example.com,4
S0276,C3122,Finance Analyst,Q6,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,4
S0277,C3198,Sales Executive,Q1,2026-08-26,lan.pham@example.com,3,minh.tran@example.com,3
S0278,C3198,Sales Executive,Q2,2026-08-26,lan.pham@example.com,2,minh.tran@example.com,2
S0279,C3198,Sales Executive,Q3,2026-08-26,lan.pham@example.com,3,minh.tran@example.com,3
S0280,C3198,Sales Executive,Q4,2026-08-26,lan.pham@example.com,3,minh.tran@example.com,3
S0281,C3198,Sales Executive,Q5,2026-08-26,lan.pham@example.com,4,minh.tran@example.com,4
S0282,C3198,Sales Executive,Q6,2026-08-26,lan.pham@example.com,4,minh.tran@example.com,4
S0283,C3213,Backend Engineer,Q1,2026-09-04,lan.pham@example.com,1,minh.tran@example.com,2
S0284,C3213,Backend Engineer,Q2,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0285,C3213,Backend Engineer,Q3,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0286,C3213,Backend Engineer,Q4,2026-09-04,lan.pham@example.com,1,minh.tran@example.com,2
S0287,C3213,Backend Engineer,Q5,2026-09-04,lan.pham@example.com,1,minh.tran@example.com,2
S0288,C3213,Backend Engineer,Q6,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0289,C3222,Marketing Coordinator,Q1,2026-08-25,lan.pham@example.com,2,minh.tran@example.com,2
S0290,C3222,Marketing Coordinator,Q2,2026-08-25,lan.pham@example.com,1,minh.tran@example.com,1
S0291,C3222,Marketing Coordinator,Q3,2026-08-25,lan.pham@example.com,3,minh.tran@example.com,4
S0292,C3222,Marketing Coordinator,Q4,2026-08-25,lan.pham@example.com,2,minh.tran@example.com,2
S0293,C3222,Marketing Coordinator,Q5,2026-08-25,lan.pham@example.com,2,minh.tran@example.com,2
S0294,C3222,Marketing Coordinator,Q6,2026-08-25,lan.pham@example.com,4,minh.tran@example.com,4
S0295,C3234,Marketing Coordinator,Q1,2026-08-27,lan.pham@example.com,4,minh.tran@example.com,4
S0296,C3234,Marketing Coordinator,Q2,2026-08-27,lan.pham@example.com,4,minh.tran@example.com,3
S0297,C3234,Marketing Coordinator,Q3,2026-08-27,lan.pham@example.com,3,minh.tran@example.com,3
S0298,C3234,Marketing Coordinator,Q4,2026-08-27,lan.pham@example.com,4,minh.tran@example.com,2
S0299,C3234,Marketing Coordinator,Q5,2026-08-27,lan.pham@example.com,3,minh.tran@example.com,3
S0300,C3234,Marketing Coordinator,Q6,2026-08-27,lan.pham@example.com,3,minh.tran@example.com,3
S0301,C3229,Marketing Coordinator,Q1,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,3
S0302,C3229,Marketing Coordinator,Q2,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,4
S0303,C3229,Marketing Coordinator,Q3,2026-08-29,lan.pham@example.com,3,minh.tran@example.com,3
S0304,C3229,Marketing Coordinator,Q4,2026-08-29,lan.pham@example.com,2,minh.tran@example.com,4
S0305,C3229,Marketing Coordinator,Q5,2026-08-29,lan.pham@example.com,3,minh.tran@example.com,3
S0306,C3229,Marketing Coordinator,Q6,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,4
S0307,C3212,Sales Executive,Q1,2026-08-29,lan.pham@example.com,3,minh.tran@example.com,2
S0308,C3212,Sales Executive,Q2,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,4
S0309,C3212,Sales Executive,Q3,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,3
S0310,C3212,Sales Executive,Q4,2026-08-29,lan.pham@example.com,4,minh.tran@example.com,4
S0311,C3212,Sales Executive,Q5,2026-08-29,lan.pham@example.com,3,minh.tran@example.com,4
S0312,C3212,Sales Executive,Q6,2026-08-29,lan.pham@example.com,3,minh.tran@example.com,3
S0313,C3233,Backend Engineer,Q1,2026-09-02,lan.pham@example.com,1,minh.tran@example.com,1
S0314,C3233,Backend Engineer,Q2,2026-09-02,lan.pham@example.com,2,minh.tran@example.com,2
S0315,C3233,Backend Engineer,Q3,2026-09-02,lan.pham@example.com,1,minh.tran@example.com,3
S0316,C3233,Backend Engineer,Q4,2026-09-02,lan.pham@example.com,3,minh.tran@example.com,1
S0317,C3233,Backend Engineer,Q5,2026-09-02,lan.pham@example.com,1,minh.tran@example.com,2
S0318,C3233,Backend Engineer,Q6,2026-09-02,lan.pham@example.com,1,minh.tran@example.com,1
S0319,C3227,Customer Success Associate,Q1,2026-09-02,lan.pham@example.com,2,minh.tran@example.com,2
S0320,C3227,Customer Success Associate,Q2,2026-09-02,lan.pham@example.com,4,minh.tran@example.com,4
S0321,C3227,Customer Success Associate,Q3,2026-09-02,lan.pham@example.com,3,minh.tran@example.com,3
S0322,C3227,Customer Success Associate,Q4,2026-09-02,lan.pham@example.com,4,minh.tran@example.com,4
S0323,C3227,Customer Success Associate,Q5,2026-09-02,lan.pham@example.com,4,minh.tran@example.com,4
S0324,C3227,Customer Success Associate,Q6,2026-09-02,lan.pham@example.com,3,minh.tran@example.com,3
S0325,C3211,Marketing Coordinator,Q1,2026-08-27,lan.pham@example.com,1,minh.tran@example.com,1
S0326,C3211,Marketing Coordinator,Q2,2026-08-27,lan.pham@example.com,3,minh.tran@example.com,3
S0327,C3211,Marketing Coordinator,Q3,2026-08-27,lan.pham@example.com,2,minh.tran@example.com,2
S0328,C3211,Marketing Coordinator,Q4,2026-08-27,lan.pham@example.com,3,minh.tran@example.com,2
S0329,C3211,Marketing Coordinator,Q5,2026-08-27,lan.pham@example.com,1,minh.tran@example.com,1
S0330,C3211,Marketing Coordinator,Q6,2026-08-27,lan.pham@example.com,2,minh.tran@example.com,4
S0331,C3202,Marketing Coordinator,Q1,2026-08-31,lan.pham@example.com,3,minh.tran@example.com,2
S0332,C3202,Marketing Coordinator,Q2,2026-08-31,lan.pham@example.com,3,minh.tran@example.com,3
S0333,C3202,Marketing Coordinator,Q3,2026-08-31,lan.pham@example.com,2,minh.tran@example.com,2
S0334,C3202,Marketing Coordinator,Q4,2026-08-31,lan.pham@example.com,3,minh.tran@example.com,4
S0335,C3202,Marketing Coordinator,Q5,2026-08-31,lan.pham@example.com,3,minh.tran@example.com,3
S0336,C3202,Marketing Coordinator,Q6,2026-08-31,lan.pham@example.com,4,minh.tran@example.com,4
S0337,C3187,Finance Analyst,Q1,2026-08-30,lan.pham@example.com,3,minh.tran@example.com,3
S0338,C3187,Finance Analyst,Q2,2026-08-30,lan.pham@example.com,2,minh.tran@example.com,4
S0339,C3187,Finance Analyst,Q3,2026-08-30,lan.pham@example.com,3,minh.tran@example.com,3
S0340,C3187,Finance Analyst,Q4,2026-08-30,lan.pham@example.com,3,minh.tran@example.com,3
S0341,C3187,Finance Analyst,Q5,2026-08-30,lan.pham@example.com,2,minh.tran@example.com,2
S0342,C3187,Finance Analyst,Q6,2026-08-30,lan.pham@example.com,2,minh.tran@example.com,1
S0343,C3208,Marketing Coordinator,Q1,2026-08-31,lan.pham@example.com,3,minh.tran@example.com,3
S0344,C3208,Marketing Coordinator,Q2,2026-08-31,lan.pham@example.com,4,minh.tran@example.com,4
S0345,C3208,Marketing Coordinator,Q3,2026-08-31,lan.pham@example.com,4,minh.tran@example.com,4
S0346,C3208,Marketing Coordinator,Q4,2026-08-31,lan.pham@example.com,4,minh.tran@example.com,4
S0347,C3208,Marketing Coordinator,Q5,2026-08-31,lan.pham@example.com,4,minh.tran@example.com,2
S0348,C3208,Marketing Coordinator,Q6,2026-08-31,lan.pham@example.com,4,minh.tran@example.com,3
S0349,C3219,Backend Engineer,Q1,2026-08-30,lan.pham@example.com,4,minh.tran@example.com,3
S0350,C3219,Backend Engineer,Q2,2026-08-30,lan.pham@example.com,4,minh.tran@example.com,3
S0351,C3219,Backend Engineer,Q3,2026-08-30,lan.pham@example.com,3,minh.tran@example.com,3
S0352,C3219,Backend Engineer,Q4,2026-08-30,lan.pham@example.com,4,minh.tran@example.com,4
S0353,C3219,Backend Engineer,Q5,2026-08-30,lan.pham@example.com,4,minh.tran@example.com,3
S0354,C3219,Backend Engineer,Q6,2026-08-30,lan.pham@example.com,2,minh.tran@example.com,2
S0355,C3252,Marketing Coordinator,Q1,2026-08-30,lan.pham@example.com,1,minh.tran@example.com,1
S0356,C3252,Marketing Coordinator,Q2,2026-08-30,lan.pham@example.com,3,minh.tran@example.com,1
S0357,C3252,Marketing Coordinator,Q3,2026-08-30,lan.pham@example.com,3,minh.tran@example.com,3
S0358,C3252,Marketing Coordinator,Q4,2026-08-30,lan.pham@example.com,2,minh.tran@example.com,2
S0359,C3252,Marketing Coordinator,Q5,2026-08-30,lan.pham@example.com,2,minh.tran@example.com,2
S0360,C3252,Marketing Coordinator,Q6,2026-08-30,lan.pham@example.com,2,minh.tran@example.com,1
S0361,C3210,Sales Executive,Q1,2026-09-05,lan.pham@example.com,3,minh.tran@example.com,3
S0362,C3210,Sales Executive,Q2,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,3
S0363,C3210,Sales Executive,Q3,2026-09-05,lan.pham@example.com,1,minh.tran@example.com,2
S0364,C3210,Sales Executive,Q4,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,1
S0365,C3210,Sales Executive,Q5,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,1
S0366,C3210,Sales Executive,Q6,2026-09-05,lan.pham@example.com,1,minh.tran@example.com,1
S0367,C3182,Marketing Coordinator,Q1,2026-09-05,lan.pham@example.com,3,minh.tran@example.com,3
S0368,C3182,Marketing Coordinator,Q2,2026-09-05,lan.pham@example.com,3,minh.tran@example.com,3
S0369,C3182,Marketing Coordinator,Q3,2026-09-05,lan.pham@example.com,3,minh.tran@example.com,3
S0370,C3182,Marketing Coordinator,Q4,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,2
S0371,C3182,Marketing Coordinator,Q5,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,2
S0372,C3182,Marketing Coordinator,Q6,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,3
S0373,C3275,Sales Executive,Q1,2026-09-01,lan.pham@example.com,1,minh.tran@example.com,1
S0374,C3275,Sales Executive,Q2,2026-09-01,lan.pham@example.com,3,minh.tran@example.com,3
S0375,C3275,Sales Executive,Q3,2026-09-01,lan.pham@example.com,1,minh.tran@example.com,2
S0376,C3275,Sales Executive,Q4,2026-09-01,lan.pham@example.com,1,minh.tran@example.com,1
S0377,C3275,Sales Executive,Q5,2026-09-01,lan.pham@example.com,2,minh.tran@example.com,2
S0378,C3275,Sales Executive,Q6,2026-09-01,lan.pham@example.com,3,minh.tran@example.com,2
S0379,C3216,Backend Engineer,Q1,2026-09-06,lan.pham@example.com,4,minh.tran@example.com,4
S0380,C3216,Backend Engineer,Q2,2026-09-06,lan.pham@example.com,3,minh.tran@example.com,3
S0381,C3216,Backend Engineer,Q3,2026-09-06,lan.pham@example.com,2,minh.tran@example.com,4
S0382,C3216,Backend Engineer,Q4,2026-09-06,lan.pham@example.com,3,minh.tran@example.com,3
S0383,C3216,Backend Engineer,Q5,2026-09-06,lan.pham@example.com,3,minh.tran@example.com,3
S0384,C3216,Backend Engineer,Q6,2026-09-06,lan.pham@example.com,3,minh.tran@example.com,3
S0385,C3247,Finance Analyst,Q1,2026-09-09,lan.pham@example.com,3,minh.tran@example.com,4
S0386,C3247,Finance Analyst,Q2,2026-09-09,lan.pham@example.com,4,minh.tran@example.com,3
S0387,C3247,Finance Analyst,Q3,2026-09-09,lan.pham@example.com,3,minh.tran@example.com,3
S0388,C3247,Finance Analyst,Q4,2026-09-09,lan.pham@example.com,3,minh.tran@example.com,4
S0389,C3247,Finance Analyst,Q5,2026-09-09,lan.pham@example.com,3,minh.tran@example.com,2
S0390,C3247,Finance Analyst,Q6,2026-09-09,lan.pham@example.com,3,minh.tran@example.com,3
S0391,C3260,Sales Executive,Q1,2026-09-01,lan.pham@example.com,3,minh.tran@example.com,2
S0392,C3260,Sales Executive,Q2,2026-09-01,lan.pham@example.com,2,minh.tran@example.com,1
S0393,C3260,Sales Executive,Q3,2026-09-01,lan.pham@example.com,3,minh.tran@example.com,3
S0394,C3260,Sales Executive,Q4,2026-09-01,lan.pham@example.com,4,minh.tran@example.com,3
S0395,C3260,Sales Executive,Q5,2026-09-01,lan.pham@example.com,3,minh.tran@example.com,4
S0396,C3260,Sales Executive,Q6,2026-09-01,lan.pham@example.com,4,minh.tran@example.com,4
S0397,C3256,Marketing Coordinator,Q1,2026-09-08,lan.pham@example.com,2,minh.tran@example.com,1
S0398,C3256,Marketing Coordinator,Q2,2026-09-08,lan.pham@example.com,1,minh.tran@example.com,1
S0399,C3256,Marketing Coordinator,Q3,2026-09-08,lan.pham@example.com,1,minh.tran@example.com,1
S0400,C3256,Marketing Coordinator,Q4,2026-09-08,lan.pham@example.com,2,minh.tran@example.com,2
S0401,C3256,Marketing Coordinator,Q5,2026-09-08,lan.pham@example.com,2,minh.tran@example.com,2
S0402,C3256,Marketing Coordinator,Q6,2026-09-08,lan.pham@example.com,2,minh.tran@example.com,2
S0403,C3270,Backend Engineer,Q1,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0404,C3270,Backend Engineer,Q2,2026-09-04,lan.pham@example.com,1,minh.tran@example.com,1
S0405,C3270,Backend Engineer,Q3,2026-09-04,lan.pham@example.com,1,minh.tran@example.com,1
S0406,C3270,Backend Engineer,Q4,2026-09-04,lan.pham@example.com,3,minh.tran@example.com,4
S0407,C3270,Backend Engineer,Q5,2026-09-04,lan.pham@example.com,4,minh.tran@example.com,4
S0408,C3270,Backend Engineer,Q6,2026-09-04,lan.pham@example.com,3,minh.tran@example.com,3
S0409,C3290,Sales Executive,Q1,2026-09-03,lan.pham@example.com,2,minh.tran@example.com,4
S0410,C3290,Sales Executive,Q2,2026-09-03,lan.pham@example.com,1,minh.tran@example.com,1
S0411,C3290,Sales Executive,Q3,2026-09-03,lan.pham@example.com,2,minh.tran@example.com,2
S0412,C3290,Sales Executive,Q4,2026-09-03,lan.pham@example.com,2,minh.tran@example.com,3
S0413,C3290,Sales Executive,Q5,2026-09-03,lan.pham@example.com,3,minh.tran@example.com,3
S0414,C3290,Sales Executive,Q6,2026-09-03,lan.pham@example.com,4,minh.tran@example.com,4
S0415,C3266,Sales Executive,Q1,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0416,C3266,Sales Executive,Q2,2026-09-04,lan.pham@example.com,3,minh.tran@example.com,1
S0417,C3266,Sales Executive,Q3,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0418,C3266,Sales Executive,Q4,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0419,C3266,Sales Executive,Q5,2026-09-04,lan.pham@example.com,2,minh.tran@example.com,2
S0420,C3266,Sales Executive,Q6,2026-09-04,lan.pham@example.com,3,minh.tran@example.com,2
S0421,C3271,Backend Engineer,Q1,2026-09-12,lan.pham@example.com,3,minh.tran@example.com,4
S0422,C3271,Backend Engineer,Q2,2026-09-12,lan.pham@example.com,3,minh.tran@example.com,3
S0423,C3271,Backend Engineer,Q3,2026-09-12,lan.pham@example.com,3,minh.tran@example.com,4
S0424,C3271,Backend Engineer,Q4,2026-09-12,lan.pham@example.com,3,minh.tran@example.com,3
S0425,C3271,Backend Engineer,Q5,2026-09-12,lan.pham@example.com,4,minh.tran@example.com,3
S0426,C3271,Backend Engineer,Q6,2026-09-12,lan.pham@example.com,3,minh.tran@example.com,3
S0427,C3263,Backend Engineer,Q1,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,2
S0428,C3263,Backend Engineer,Q2,2026-09-05,lan.pham@example.com,3,minh.tran@example.com,3
S0429,C3263,Backend Engineer,Q3,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,2
S0430,C3263,Backend Engineer,Q4,2026-09-05,lan.pham@example.com,1,minh.tran@example.com,1
S0431,C3263,Backend Engineer,Q5,2026-09-05,lan.pham@example.com,4,minh.tran@example.com,4
S0432,C3263,Backend Engineer,Q6,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,2
S0433,C3240,Finance Analyst,Q1,2026-09-08,lan.pham@example.com,3,minh.tran@example.com,4
S0434,C3240,Finance Analyst,Q2,2026-09-08,lan.pham@example.com,2,minh.tran@example.com,2
S0435,C3240,Finance Analyst,Q3,2026-09-08,lan.pham@example.com,4,minh.tran@example.com,4
S0436,C3240,Finance Analyst,Q4,2026-09-08,lan.pham@example.com,4,minh.tran@example.com,4
S0437,C3240,Finance Analyst,Q5,2026-09-08,lan.pham@example.com,4,minh.tran@example.com,4
S0438,C3240,Finance Analyst,Q6,2026-09-08,lan.pham@example.com,3,minh.tran@example.com,3
S0439,C3276,Marketing Coordinator,Q1,2026-09-05,lan.pham@example.com,3,minh.tran@example.com,3
S0440,C3276,Marketing Coordinator,Q2,2026-09-05,lan.pham@example.com,4,minh.tran@example.com,4
S0441,C3276,Marketing Coordinator,Q3,2026-09-05,lan.pham@example.com,4,minh.tran@example.com,2
S0442,C3276,Marketing Coordinator,Q4,2026-09-05,lan.pham@example.com,2,minh.tran@example.com,2
S0443,C3276,Marketing Coordinator,Q5,2026-09-05,lan.pham@example.com,1,minh.tran@example.com,1
S0444,C3276,Marketing Coordinator,Q6,2026-09-05,lan.pham@example.com,1,minh.tran@example.com,1
S0445,C3279,Marketing Coordinator,Q1,2026-09-11,lan.pham@example.com,1,minh.tran@example.com,1
S0446,C3279,Marketing Coordinator,Q2,2026-09-11,lan.pham@example.com,3,minh.tran@example.com,2
S0447,C3279,Marketing Coordinator,Q3,2026-09-11,lan.pham@example.com,2,minh.tran@example.com,2
S0448,C3279,Marketing Coordinator,Q4,2026-09-11,lan.pham@example.com,2,minh.tran@example.com,2
S0449,C3279,Marketing Coordinator,Q5,2026-09-11,lan.pham@example.com,3,minh.tran@example.com,3
S0450,C3279,Marketing Coordinator,Q6,2026-09-11,lan.pham@example.com,1,minh.tran@example.com,1
S0451,C3241,Finance Analyst,Q1,2026-09-09,lan.pham@example.com,3,minh.tran@example.com,3
S0452,C3241,Finance Analyst,Q2,2026-09-09,lan.pham@example.com,1,minh.tran@example.com,1
S0453,C3241,Finance Analyst,Q3,2026-09-09,lan.pham@example.com,2,minh.tran@example.com,4
S0454,C3241,Finance Analyst,Q4,2026-09-09,lan.pham@example.com,4,minh.tran@example.com,4
S0455,C3241,Finance Analyst,Q5,2026-09-09,lan.pham@example.com,3,minh.tran@example.com,3
S0456,C3241,Finance Analyst,Q6,2026-09-09,lan.pham@example.com,1,minh.tran@example.com,1
S0457,C3327,Backend Engineer,Q1,2026-09-10,lan.pham@example.com,3,minh.tran@example.com,3
S0458,C3327,Backend Engineer,Q2,2026-09-10,lan.pham@example.com,3,minh.tran@example.com,3
S0459,C3327,Backend Engineer,Q3,2026-09-10,lan.pham@example.com,2,minh.tran@example.com,2
S0460,C3327,Backend Engineer,Q4,2026-09-10,lan.pham@example.com,4,minh.tran@example.com,3
S0461,C3327,Backend Engineer,Q5,2026-09-10,lan.pham@example.com,3,minh.tran@example.com,3
S0462,C3327,Backend Engineer,Q6,2026-09-10,lan.pham@example.com,1,minh.tran@example.com,1
S0463,C3295,Marketing Coordinator,Q1,2026-09-19,lan.pham@example.com,4,minh.tran@example.com,4
S0464,C3295,Marketing Coordinator,Q2,2026-09-19,lan.pham@example.com,3,minh.tran@example.com,3
S0465,C3295,Marketing Coordinator,Q3,2026-09-19,lan.pham@example.com,2,minh.tran@example.com,1
S0466,C3295,Marketing Coordinator,Q4,2026-09-19,lan.pham@example.com,3,minh.tran@example.com,2
S0467,C3295,Marketing Coordinator,Q5,2026-09-19,lan.pham@example.com,2,minh.tran@example.com,2
S0468,C3295,Marketing Coordinator,Q6,2026-09-19,lan.pham@example.com,2,minh.tran@example.com,2
S0469,C3350,Backend Engineer,Q1,2026-09-10,lan.pham@example.com,4,minh.tran@example.com,4
S0470,C3350,Backend Engineer,Q2,2026-09-10,lan.pham@example.com,3,minh.tran@example.com,3
S0471,C3350,Backend Engineer,Q3,2026-09-10,lan.pham@example.com,4,minh.tran@example.com,2
S0472,C3350,Backend Engineer,Q4,2026-09-10,lan.pham@example.com,4,minh.tran@example.com,4
S0473,C3350,Backend Engineer,Q5,2026-09-10,lan.pham@example.com,4,minh.tran@example.com,4
S0474,C3350,Backend Engineer,Q6,2026-09-10,lan.pham@example.com,3,minh.tran@example.com,3
S0475,C3320,Sales Executive,Q1,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,1
S0476,C3320,Sales Executive,Q2,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,4
S0477,C3320,Sales Executive,Q3,2026-09-16,lan.pham@example.com,4,minh.tran@example.com,4
S0478,C3320,Sales Executive,Q4,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,3
S0479,C3320,Sales Executive,Q5,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,2
S0480,C3320,Sales Executive,Q6,2026-09-16,lan.pham@example.com,4,minh.tran@example.com,3
S0481,C3294,Backend Engineer,Q1,2026-09-14,lan.pham@example.com,3,minh.tran@example.com,1
S0482,C3294,Backend Engineer,Q2,2026-09-14,lan.pham@example.com,1,minh.tran@example.com,1
S0483,C3294,Backend Engineer,Q3,2026-09-14,lan.pham@example.com,2,minh.tran@example.com,2
S0484,C3294,Backend Engineer,Q4,2026-09-14,lan.pham@example.com,4,minh.tran@example.com,4
S0485,C3294,Backend Engineer,Q5,2026-09-14,lan.pham@example.com,2,minh.tran@example.com,2
S0486,C3294,Backend Engineer,Q6,2026-09-14,lan.pham@example.com,4,minh.tran@example.com,4
S0487,C3301,Marketing Coordinator,Q1,2026-09-13,lan.pham@example.com,2,minh.tran@example.com,2
S0488,C3301,Marketing Coordinator,Q2,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0489,C3301,Marketing Coordinator,Q3,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,3
S0490,C3301,Marketing Coordinator,Q4,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,3
S0491,C3301,Marketing Coordinator,Q5,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,4
S0492,C3301,Marketing Coordinator,Q6,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0493,C3307,Marketing Coordinator,Q1,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0494,C3307,Marketing Coordinator,Q2,2026-09-13,lan.pham@example.com,2,minh.tran@example.com,2
S0495,C3307,Marketing Coordinator,Q3,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,3
S0496,C3307,Marketing Coordinator,Q4,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,3
S0497,C3307,Marketing Coordinator,Q5,2026-09-13,lan.pham@example.com,2,minh.tran@example.com,2
S0498,C3307,Marketing Coordinator,Q6,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,3
S0499,C3336,Customer Success Associate,Q1,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,3
S0500,C3336,Customer Success Associate,Q2,2026-09-16,lan.pham@example.com,4,minh.tran@example.com,3
S0501,C3336,Customer Success Associate,Q3,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,3
S0502,C3336,Customer Success Associate,Q4,2026-09-16,lan.pham@example.com,1,minh.tran@example.com,1
S0503,C3336,Customer Success Associate,Q5,2026-09-16,lan.pham@example.com,2,minh.tran@example.com,2
S0504,C3336,Customer Success Associate,Q6,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,3
S0505,C3339,Sales Executive,Q1,2026-09-11,lan.pham@example.com,3,minh.tran@example.com,1
S0506,C3339,Sales Executive,Q2,2026-09-11,lan.pham@example.com,3,minh.tran@example.com,3
S0507,C3339,Sales Executive,Q3,2026-09-11,lan.pham@example.com,1,minh.tran@example.com,1
S0508,C3339,Sales Executive,Q4,2026-09-11,lan.pham@example.com,4,minh.tran@example.com,4
S0509,C3339,Sales Executive,Q5,2026-09-11,lan.pham@example.com,1,minh.tran@example.com,1
S0510,C3339,Sales Executive,Q6,2026-09-11,lan.pham@example.com,3,minh.tran@example.com,2
S0511,C3297,Backend Engineer,Q1,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,3
S0512,C3297,Backend Engineer,Q2,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,1
S0513,C3297,Backend Engineer,Q3,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,3
S0514,C3297,Backend Engineer,Q4,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0515,C3297,Backend Engineer,Q5,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0516,C3297,Backend Engineer,Q6,2026-09-13,lan.pham@example.com,2,minh.tran@example.com,2
S0517,C3306,Customer Success Associate,Q1,2026-09-16,lan.pham@example.com,4,minh.tran@example.com,4
S0518,C3306,Customer Success Associate,Q2,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,2
S0519,C3306,Customer Success Associate,Q3,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,3
S0520,C3306,Customer Success Associate,Q4,2026-09-16,lan.pham@example.com,4,minh.tran@example.com,4
S0521,C3306,Customer Success Associate,Q5,2026-09-16,lan.pham@example.com,3,minh.tran@example.com,2
S0522,C3306,Customer Success Associate,Q6,2026-09-16,lan.pham@example.com,4,minh.tran@example.com,4
S0523,C3371,Marketing Coordinator,Q1,2026-09-13,lan.pham@example.com,2,minh.tran@example.com,4
S0524,C3371,Marketing Coordinator,Q2,2026-09-13,lan.pham@example.com,1,minh.tran@example.com,1
S0525,C3371,Marketing Coordinator,Q3,2026-09-13,lan.pham@example.com,2,minh.tran@example.com,2
S0526,C3371,Marketing Coordinator,Q4,2026-09-13,lan.pham@example.com,1,minh.tran@example.com,2
S0527,C3371,Marketing Coordinator,Q5,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,3
S0528,C3371,Marketing Coordinator,Q6,2026-09-13,lan.pham@example.com,2,minh.tran@example.com,1
S0529,C3364,Customer Success Associate,Q1,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0530,C3364,Customer Success Associate,Q2,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0531,C3364,Customer Success Associate,Q3,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,1
S0532,C3364,Customer Success Associate,Q4,2026-09-13,lan.pham@example.com,3,minh.tran@example.com,2
S0533,C3364,Customer Success Associate,Q5,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,4
S0534,C3364,Customer Success Associate,Q6,2026-09-13,lan.pham@example.com,4,minh.tran@example.com,3
S0535,C3387,Sales Executive,Q1,2026-09-15,lan.pham@example.com,1,minh.tran@example.com,1
S0536,C3387,Sales Executive,Q2,2026-09-15,lan.pham@example.com,3,minh.tran@example.com,2
S0537,C3387,Sales Executive,Q3,2026-09-15,lan.pham@example.com,3,minh.tran@example.com,3
S0538,C3387,Sales Executive,Q4,2026-09-15,lan.pham@example.com,3,minh.tran@example.com,3
S0539,C3387,Sales Executive,Q5,2026-09-15,lan.pham@example.com,2,minh.tran@example.com,1
S0540,C3387,Sales Executive,Q6,2026-09-15,lan.pham@example.com,3,minh.tran@example.com,3
