run_id,date,app_id,explorer_model_usd,reporter_model_usd,device_minutes,device_usd,retries,retry_model_usd,retry_device_minutes,retry_device_usd,total_usd,reports_sent,reports_accepted_by_customer
run-0380,2026-08-19,app-retail-02,3.21,1.69,77.6,9.31,1,2.42,58.6,7.03,23.66,5,4
run-0398,2026-08-19,app-retail-01,3.24,2.17,77.5,9.30,0,0.00,0.0,0.00,14.71,12,7
run-0399,2026-08-19,app-health-01,3.78,1.84,74.5,8.93,1,2.90,57.1,6.85,24.30,8,7
run-0008,2026-08-20,app-bank-01,2.91,1.09,85.9,10.30,1,2.30,67.7,8.13,24.73,10,7
run-0021,2026-08-20,app-edu-01,2.67,1.46,63.2,7.59,0,0.00,0.0,0.00,11.72,12,8
run-0045,2026-08-20,app-bank-01,3.91,1.05,72.2,8.66,2,6.70,123.6,14.84,35.16,6,5
run-0048,2026-08-20,app-retail-01,2.75,1.31,90.3,10.83,0,0.00,0.0,0.00,14.89,11,6
run-0052,2026-08-20,app-health-01,1.96,1.65,77.6,9.32,2,3.48,137.5,16.50,32.91,9,7
run-0065,2026-08-20,app-ride-01,3.41,1.30,60.6,7.27,1,2.91,51.6,6.20,21.09,7,4
run-0081,2026-08-20,app-retail-02,2.26,0.92,64.2,7.71,2,3.61,102.5,12.30,26.80,12,8
run-0234,2026-08-20,app-retail-01,1.94,1.38,81.8,9.82,0,0.00,0.0,0.00,13.14,9,7
run-0263,2026-08-20,app-ride-01,3.53,1.33,72.7,8.72,1,2.56,52.7,6.33,22.47,10,8
run-0275,2026-08-20,app-food-01,1.24,0.87,61.3,7.36,0,0.00,0.0,0.00,9.47,6,2
run-0301,2026-08-20,app-retail-01,2.15,1.66,76.3,9.16,2,3.28,116.2,13.95,30.20,9,6
run-0373,2026-08-20,app-ride-01,3.15,2.01,62.9,7.55,0,0.00,0.0,0.00,12.71,8,7
run-0379,2026-08-20,app-bank-01,3.23,1.23,82.8,9.94,0,0.00,0.0,0.00,14.40,2,1
run-0394,2026-08-20,app-retail-02,2.09,1.81,83.0,9.97,3,5.36,212.7,25.53,44.76,8,5
run-0036,2026-08-21,app-health-01,4.24,1.29,63.3,7.59,0,0.00,0.0,0.00,13.12,6,4
run-0070,2026-08-21,app-food-01,3.06,1.71,69.8,8.37,0,0.00,0.0,0.00,13.14,12,9
run-0083,2026-08-21,app-travel-01,2.08,1.42,51.5,6.18,1,1.95,48.5,5.82,17.45,11,10
run-0109,2026-08-21,app-travel-01,3.91,1.14,80.7,9.69,3,10.07,208.0,24.97,49.78,10,7
run-0138,2026-08-21,app-food-01,2.71,1.22,66.3,7.95,0,0.00,0.0,0.00,11.88,11,6
run-0150,2026-08-21,app-food-01,2.98,1.42,75.6,9.07,0,0.00,0.0,0.00,13.47,6,4
run-0183,2026-08-21,app-edu-01,3.00,0.79,99.6,11.96,1,2.24,74.4,8.93,26.92,13,8
run-0238,2026-08-21,app-ride-01,3.22,1.69,65.0,7.80,2,5.27,106.4,12.76,30.74,6,2
run-0384,2026-08-21,app-retail-01,2.99,1.17,66.5,7.98,1,2.24,49.9,5.99,20.37,7,4
run-0018,2026-08-22,app-food-01,2.72,1.49,91.5,10.99,1,2.61,87.9,10.54,28.35,10,6
run-0044,2026-08-22,app-bank-01,2.20,1.26,62.0,7.45,2,3.53,99.4,11.93,26.37,11,5
run-0108,2026-08-22,app-bank-01,2.92,1.10,77.3,9.27,2,4.99,132.0,15.84,34.12,11,6
run-0173,2026-08-22,app-retail-02,3.04,1.51,67.9,8.14,1,2.39,53.4,6.41,21.49,9,7
run-0202,2026-08-22,app-food-01,2.07,2.04,92.5,11.10,3,5.49,245.2,29.43,50.13,11,9
run-0219,2026-08-22,app-edu-01,2.95,1.78,87.6,10.51,0,0.00,0.0,0.00,15.24,7,4
run-0237,2026-08-22,app-retail-01,2.34,1.52,105.4,12.64,1,2.04,92.1,11.05,29.59,7,3
run-0294,2026-08-22,app-retail-01,3.61,1.48,74.4,8.92,3,7.94,163.7,19.64,41.59,11,3
run-0297,2026-08-22,app-retail-02,3.58,1.22,68.6,8.23,2,6.97,133.6,16.03,36.03,8,5
run-0303,2026-08-22,app-bank-01,2.98,1.51,86.7,10.40,1,2.29,66.6,7.99,25.17,8,6
run-0310,2026-08-22,app-food-01,3.30,1.24,84.7,10.16,1,3.22,82.7,9.92,27.84,10,10
run-0349,2026-08-22,app-bank-01,3.88,1.07,80.2,9.63,0,0.00,0.0,0.00,14.58,6,1
run-0352,2026-08-22,app-ride-01,2.32,1.23,88.5,10.62,1,1.90,72.6,8.71,24.78,6,3
run-0365,2026-08-22,app-food-01,2.03,0.72,47.8,5.73,1,1.52,35.8,4.29,14.29,8,6
run-0388,2026-08-22,app-food-01,2.32,1.28,110.3,13.24,0,0.00,0.0,0.00,16.84,7,4
run-0034,2026-08-23,app-edu-01,2.60,2.00,75.1,9.01,0,0.00,0.0,0.00,13.61,8,4
run-0051,2026-08-23,app-food-01,2.23,1.14,75.5,9.06,3,5.29,178.9,21.46,39.18,7,5
run-0059,2026-08-23,app-retail-01,2.69,1.60,65.3,7.83,1,2.49,60.5,7.26,21.87,14,8
run-0112,2026-08-23,app-travel-01,1.71,1.63,85.8,10.30,1,1.40,70.1,8.41,23.45,12,5
run-0134,2026-08-23,app-travel-01,2.96,1.48,88.4,10.60,0,0.00,0.0,0.00,15.04,10,8
run-0154,2026-08-23,app-retail-01,2.53,1.74,45.5,5.46,2,4.42,79.5,9.54,23.69,5,2
run-0161,2026-08-23,app-travel-01,3.58,1.69,68.5,8.22,3,8.83,169.1,20.29,42.61,10,7
run-0211,2026-08-23,app-ride-01,3.08,1.60,54.3,6.52,3,7.86,138.6,16.64,35.70,6,3
run-0227,2026-08-23,app-ride-01,3.68,0.97,94.7,11.36,1,3.57,91.9,11.03,30.61,6,6
run-0236,2026-08-23,app-ride-01,2.82,1.56,86.5,10.38,1,2.70,83.0,9.96,27.42,7,2
run-0268,2026-08-23,app-health-01,2.83,1.08,61.4,7.37,0,0.00,0.0,0.00,11.28,9,5
run-0327,2026-08-23,app-retail-02,4.10,1.39,72.1,8.65,1,2.97,52.2,6.26,23.37,9,8
run-0028,2026-08-24,app-edu-01,2.65,1.59,80.5,9.66,1,2.17,65.9,7.91,23.98,6,2
run-0062,2026-08-24,app-retail-01,3.78,1.00,99.0,11.88,2,6.98,183.1,21.98,45.62,7,4
run-0089,2026-08-24,app-health-01,3.31,1.76,61.9,7.43,1,2.80,52.3,6.28,21.58,9,7
run-0114,2026-08-24,app-edu-01,3.82,1.37,81.7,9.80,2,6.84,146.1,17.53,39.36,7,5
run-0218,2026-08-24,app-food-01,3.23,1.39,93.0,11.16,3,8.66,249.3,29.92,54.36,7,6
run-0280,2026-08-24,app-retail-02,1.07,0.95,77.1,9.25,2,1.83,131.5,15.79,28.89,9,6
run-0340,2026-08-24,app-bank-01,2.69,1.55,87.9,10.55,2,5.00,163.1,19.57,39.36,10,8
run-0378,2026-08-24,app-retail-02,3.31,1.20,45.3,5.44,2,6.11,83.6,10.04,26.10,4,1
run-0397,2026-08-24,app-food-01,3.10,1.84,78.3,9.40,2,5.17,130.5,15.67,35.18,6,4
run-0016,2026-08-25,app-bank-01,3.18,1.85,87.0,10.44,3,8.08,221.0,26.52,50.07,8,4
run-0055,2026-08-25,app-edu-01,3.16,0.96,110.9,13.31,1,3.07,107.7,12.92,33.42,11,8
run-0072,2026-08-25,app-ride-01,3.14,1.09,89.4,10.73,0,0.00,0.0,0.00,14.96,10,8
run-0077,2026-08-25,app-retail-01,3.55,1.31,63.7,7.64,3,9.92,178.2,21.38,43.80,6,5
run-0087,2026-08-25,app-bank-01,2.89,1.21,93.3,11.20,3,7.54,243.9,29.26,52.10,8,7
run-0118,2026-08-25,app-retail-02,3.61,1.66,60.2,7.22,1,2.67,44.6,5.35,20.51,8,4
run-0144,2026-08-25,app-retail-02,2.16,1.56,74.2,8.90,1,1.99,68.4,8.21,22.82,10,6
run-0226,2026-08-25,app-health-01,2.81,1.22,73.1,8.77,1,2.68,69.6,8.35,23.83,10,8
run-0321,2026-08-25,app-bank-01,3.79,1.68,71.0,8.52,1,2.73,51.2,6.14,22.86,7,4
run-0330,2026-08-25,app-health-01,3.01,1.42,71.8,8.62,2,5.04,120.5,14.46,32.55,5,3
run-0003,2026-08-26,app-retail-02,4.28,1.18,73.1,8.77,0,0.00,0.0,0.00,14.23,4,2
run-0020,2026-08-26,app-edu-01,3.37,1.43,63.4,7.61,1,3.30,62.1,7.45,23.16,7,6
run-0032,2026-08-26,app-edu-01,2.22,1.15,91.6,10.99,0,0.00,0.0,0.00,14.36,10,7
run-0080,2026-08-26,app-bank-01,2.52,1.58,51.5,6.18,1,2.22,45.5,5.45,17.95,11,9
run-0106,2026-08-26,app-health-01,2.96,1.32,66.7,8.01,1,2.31,51.9,6.23,20.83,6,3
run-0121,2026-08-26,app-health-01,3.98,1.47,87.9,10.55,0,0.00,0.0,0.00,16.00,10,7
run-0169,2026-08-26,app-retail-02,2.86,1.64,54.0,6.48,0,0.00,0.0,0.00,10.98,5,3
run-0245,2026-08-26,app-bank-01,3.54,1.51,61.6,7.39,0,0.00,0.0,0.00,12.44,9,7
run-0281,2026-08-26,app-bank-01,2.36,1.59,75.0,9.00,1,1.72,54.8,6.57,21.24,10,9
run-0293,2026-08-26,app-food-01,3.05,1.99,85.9,10.31,0,0.00,0.0,0.00,15.35,8,6
run-0344,2026-08-26,app-ride-01,3.33,1.61,57.3,6.88,3,8.07,138.9,16.67,36.56,11,9
run-0372,2026-08-26,app-ride-01,3.68,0.97,82.0,9.84,3,10.53,234.4,28.12,53.14,11,8
run-0009,2026-08-27,app-travel-01,1.67,1.41,80.6,9.67,0,0.00,0.0,0.00,12.75,8,5
run-0024,2026-08-27,app-edu-01,2.65,1.32,60.2,7.22,1,2.31,52.3,6.28,19.78,12,9
run-0078,2026-08-27,app-ride-01,2.38,1.20,72.6,8.71,0,0.00,0.0,0.00,12.29,9,7
run-0085,2026-08-27,app-travel-01,3.32,1.17,71.0,8.52,0,0.00,0.0,0.00,13.01,11,5
run-0107,2026-08-27,app-food-01,3.07,1.67,65.4,7.85,0,0.00,0.0,0.00,12.59,9,5
run-0148,2026-08-27,app-edu-01,2.30,1.59,80.2,9.63,3,5.54,193.5,23.22,42.28,11,6
run-0166,2026-08-27,app-retail-02,2.23,1.45,54.8,6.57,1,2.13,52.4,6.28,18.66,6,1
run-0170,2026-08-27,app-bank-01,3.40,1.66,60.0,7.20,0,0.00,0.0,0.00,12.26,14,8
run-0207,2026-08-27,app-food-01,2.95,1.64,72.8,8.73,0,0.00,0.0,0.00,13.32,6,4
run-0212,2026-08-27,app-retail-01,3.84,1.35,71.2,8.54,1,3.53,65.4,7.85,25.11,8,8
run-0231,2026-08-27,app-ride-01,3.46,1.06,57.3,6.88,1,2.71,44.9,5.39,19.50,7,4
run-0250,2026-08-27,app-ride-01,2.84,1.38,75.8,9.10,3,7.91,211.3,25.35,46.58,8,7
run-0251,2026-08-27,app-food-01,3.14,1.24,81.6,9.79,1,2.47,64.3,7.71,24.35,9,5
run-0283,2026-08-27,app-travel-01,2.81,1.51,69.4,8.33,1,2.12,52.4,6.28,21.05,5,3
run-0306,2026-08-27,app-travel-01,3.12,1.81,87.8,10.54,0,0.00,0.0,0.00,15.47,13,8
run-0363,2026-08-27,app-health-01,2.62,0.96,64.0,7.68,0,0.00,0.0,0.00,11.26,11,8
run-0370,2026-08-27,app-retail-02,3.07,1.43,74.8,8.98,0,0.00,0.0,0.00,13.48,11,7
run-0396,2026-08-27,app-bank-01,2.37,0.93,61.6,7.39,2,4.02,104.7,12.57,27.28,12,10
run-0066,2026-08-28,app-health-01,2.47,2.23,65.8,7.89,2,4.34,115.5,13.87,30.80,8,2
run-0163,2026-08-28,app-food-01,3.72,1.60,68.8,8.25,2,5.74,106.1,12.74,32.05,5,3
run-0168,2026-08-28,app-health-01,3.33,1.21,45.2,5.42,0,0.00,0.0,0.00,9.96,8,6
run-0214,2026-08-28,app-retail-02,3.06,1.22,96.6,11.59,0,0.00,0.0,0.00,15.87,11,7
run-0228,2026-08-28,app-food-01,4.00,1.29,90.1,10.82,1,3.33,75.0,9.00,28.44,11,10
run-0229,2026-08-28,app-retail-02,2.59,1.51,68.3,8.20,1,2.07,54.7,6.56,20.93,11,6
run-0257,2026-08-28,app-edu-01,3.72,1.14,75.8,9.10,2,6.26,127.5,15.30,35.52,8,5
run-0291,2026-08-28,app-food-01,3.63,2.44,69.0,8.28,1,3.53,66.9,8.03,25.91,14,9
run-0333,2026-08-28,app-ride-01,1.87,1.40,104.6,12.55,2,3.01,168.0,20.16,38.99,6,5
run-0341,2026-08-28,app-retail-01,2.66,1.14,78.2,9.39,0,0.00,0.0,0.00,13.19,9,6
run-0017,2026-08-29,app-travel-01,3.25,1.84,78.5,9.42,1,2.96,71.5,8.58,26.05,10,8
run-0056,2026-08-29,app-travel-01,4.06,1.18,101.3,12.16,1,3.47,86.6,10.39,31.26,13,8
run-0075,2026-08-29,app-health-01,2.39,1.05,79.9,9.58,0,0.00,0.0,0.00,13.02,12,10
run-0084,2026-08-29,app-edu-01,2.26,1.46,90.4,10.85,1,1.69,67.4,8.09,24.35,12,7
run-0093,2026-08-29,app-ride-01,2.60,1.54,66.7,8.00,3,7.48,191.4,22.97,42.59,9,5
run-0097,2026-08-29,app-ride-01,2.09,1.71,91.2,10.94,1,1.81,78.9,9.46,26.01,7,5
run-0124,2026-08-29,app-edu-01,1.94,1.14,83.6,10.04,2,3.26,140.5,16.86,33.24,5,3
run-0149,2026-08-29,app-health-01,2.30,1.88,80.1,9.61,1,1.72,59.9,7.19,22.70,11,9
run-0195,2026-08-29,app-food-01,4.06,1.45,63.3,7.60,2,7.37,115.1,13.81,34.29,9,5
run-0206,2026-08-29,app-travel-01,3.25,1.42,77.3,9.28,0,0.00,0.0,0.00,13.95,4,3
run-0235,2026-08-29,app-bank-01,1.46,1.82,54.1,6.49,1,1.13,41.7,5.01,15.91,8,6
run-0286,2026-08-29,app-health-01,3.01,1.95,86.5,10.38,1,2.17,62.4,7.49,25.00,10,6
run-0304,2026-08-29,app-travel-01,2.70,1.57,88.5,10.62,2,4.05,132.6,15.91,34.85,10,8
run-0313,2026-08-29,app-health-01,2.82,1.46,75.6,9.07,1,2.48,66.6,7.99,23.82,9,7
run-0322,2026-08-29,app-retail-02,3.59,1.51,58.9,7.07,1,3.13,51.3,6.16,21.46,7,3
run-0342,2026-08-29,app-bank-01,2.99,1.72,69.8,8.38,2,4.49,104.7,12.56,30.14,6,3
run-0353,2026-08-29,app-retail-02,3.30,1.06,72.2,8.66,2,6.21,135.9,16.30,35.53,10,8
run-0002,2026-08-30,app-health-01,3.07,1.98,83.3,10.00,2,5.04,137.1,16.45,36.54,7,6
run-0040,2026-08-30,app-health-01,3.78,1.63,71.8,8.61,3,9.46,179.5,21.54,45.02,10,5
run-0043,2026-08-30,app-food-01,1.97,1.60,70.9,8.51,1,1.43,51.4,6.16,19.67,14,8
run-0050,2026-08-30,app-edu-01,3.20,1.65,49.6,5.96,1,3.14,48.7,5.84,19.79,7,7
run-0061,2026-08-30,app-edu-01,2.61,1.15,65.9,7.90,2,4.36,109.9,13.19,29.21,8,7
run-0159,2026-08-30,app-ride-01,3.06,1.24,93.6,11.23,1,2.91,89.0,10.68,29.12,11,8
run-0171,2026-08-30,app-bank-01,3.81,1.44,57.2,6.86,2,5.76,86.4,10.37,28.24,10,7
run-0285,2026-08-30,app-retail-02,2.36,1.24,87.0,10.44,2,3.57,131.6,15.80,33.41,9,6
run-0290,2026-08-30,app-food-01,2.81,1.61,103.3,12.40,1,2.14,78.7,9.44,28.40,6,5
run-0308,2026-08-30,app-bank-01,2.45,2.08,91.6,11.00,1,2.10,78.7,9.45,27.08,13,8
run-0314,2026-08-30,app-retail-02,2.41,1.48,61.3,7.35,1,2.15,54.8,6.57,19.96,6,3
run-0331,2026-08-30,app-retail-01,2.52,1.41,84.7,10.16,3,6.29,211.6,25.39,45.77,9,7
run-0354,2026-08-30,app-bank-01,2.76,0.93,72.5,8.70,0,0.00,0.0,0.00,12.39,7,3
run-0387,2026-08-30,app-health-01,3.16,1.91,99.2,11.91,1,2.21,69.6,8.35,27.54,6,5
run-0015,2026-08-31,app-food-01,3.26,0.96,47.4,5.69,0,0.00,0.0,0.00,9.91,11,7
run-0046,2026-08-31,app-bank-01,2.79,1.61,49.9,5.99,1,2.27,40.5,4.86,17.52,6,4
run-0063,2026-08-31,app-food-01,1.82,1.63,105.9,12.71,0,0.00,0.0,0.00,16.16,9,8
run-0115,2026-08-31,app-health-01,2.67,1.47,81.8,9.82,0,0.00,0.0,0.00,13.96,7,4
run-0123,2026-08-31,app-food-01,3.02,1.71,79.2,9.50,0,0.00,0.0,0.00,14.23,6,4
run-0153,2026-08-31,app-ride-01,3.06,1.47,80.0,9.60,2,5.31,138.8,16.66,36.10,6,6
run-0174,2026-08-31,app-retail-02,2.64,1.22,96.6,11.60,1,2.40,87.9,10.54,28.40,7,5
run-0192,2026-08-31,app-ride-01,3.18,1.30,63.9,7.67,1,2.55,51.2,6.14,20.84,8,3
run-0223,2026-08-31,app-ride-01,4.17,1.55,76.8,9.21,2,7.68,141.5,16.98,39.59,11,9
run-0261,2026-08-31,app-travel-01,3.81,1.49,87.0,10.44,0,0.00,0.0,0.00,15.74,8,3
run-0318,2026-08-31,app-travel-01,3.00,1.25,67.8,8.14,1,2.86,64.7,7.76,23.01,8,6
run-0336,2026-08-31,app-health-01,2.78,1.49,61.1,7.33,1,2.00,43.9,5.26,18.86,9,8
run-0346,2026-08-31,app-bank-01,2.72,1.38,109.0,13.07,1,2.49,99.8,11.98,31.64,9,9
run-0375,2026-08-31,app-food-01,3.24,1.38,74.1,8.89,0,0.00,0.0,0.00,13.51,8,7
